,t,c,o,h,l,v,s,point
2450,21/11/2017,56.56,57.3,59.94,56.2,3764030,ok,76
2451,22/11/2017,55.83,56.56,57.88,53.99,1670670,ok,48
2452,23/11/2017,56.2,55.83,57.15,55.24,1302120,ok,71.5
2453,24/11/2017,54.73,56.2,56.2,54.73,858280,ok,75.5
2454,27/11/2017,55.83,54.36,58.4,52.89,2152690,ok,75.5
2455,28/11/2017,55.98,56.93,57.96,55.83,1786250,ok,70
2456,29/11/2017,55.98,56.56,56.56,55.9,1324620,ok,8
2457,30/11/2017,54.73,55.98,56.34,54.73,1728020,ok,8
2458,01/12/2017,54.8,54.73,55.39,54.21,966230,ok,72.5
2459,04/12/2017,55.9,55.17,56.71,54.73,1716220,ok,68
2460,05/12/2017,53.63,56.56,57.66,52.01,3682370,ok,68
2461,06/12/2017,53.63,54.07,54.07,51.35,2680770,ok,72
2462,07/12/2017,52.89,53.26,54.21,52.16,1010070,ok,70
2463,08/12/2017,53.63,52.3,53.99,51.05,1767290,ok,70
2464,11/12/2017,52.89,52.89,53.77,52.16,1057910,ok,65
2465,12/12/2017,52.3,53.63,53.7,50.69,1138470,ok,65
2466,13/12/2017,52.89,52.52,53.04,52.08,547600,ok,50
2467,14/12/2017,52.89,52.82,53.26,52.16,477210,ok,50
2468,15/12/2017,51.57,51.94,52.67,51.49,4185530,ok,50
2469,18/12/2017,54.36,52.45,54.36,52.45,1199690,ok,50
2470,19/12/2017,53.99,54.8,55.46,53.84,1006310,ok,75
2471,20/12/2017,53.99,53.84,54.29,53.18,1506770,ok,67.5
2472,21/12/2017,53.63,54.29,55.46,53.63,1721550,ok,67.5
2473,22/12/2017,55.53,54.14,55.53,53.92,2254940,ok,65
2474,25/12/2017,57.3,55.83,57.3,55.68,1399540,ok,85
2475,26/12/2017,57.3,57.52,58.03,57.15,2308080,ok,75
2476,27/12/2017,56.71,57.3,58.03,56.34,2925370,ok,75
2477,28/12/2017,56.86,56.93,57.66,56.86,1109290,ok,75
2478,29/12/2017,56.78,57,58.69,56.56,2105550,ok,65
2479,02/01/2018,57.45,57,57.66,56.86,1435130,ok,65
2480,03/01/2018,59.13,58.4,61.12,57.74,5014340,ok,70
2481,04/01/2018,59.5,59.87,61.04,59.13,2937490,ok,75
2482,05/01/2018,58.77,59.5,59.5,58.03,2825160,ok,75
2483,08/01/2018,58.99,58.77,60.16,58.11,3978990,ok,75
2484,09/01/2018,59.21,59.43,60.6,58.77,3276860,ok,71.5
2485,10/01/2018,59.35,59.5,60.46,59.21,3525280,ok,70
2486,11/01/2018,59.5,59.35,60.38,58.84,3234530,ok,66.5
2487,12/01/2018,62.73,59.87,63.4,59.72,5641810,ok,66.5
2488,15/01/2018,64.06,63.47,65.23,63.25,3992270,ok,84
2489,16/01/2018,63.17,64.06,64.28,62.44,4033950,ok,84
2490,17/01/2018,61.7,63.17,63.76,60.97,3664360,ok,55
2491,18/01/2018,62,60.97,62,59.13,2516550,ok,55
2492,19/01/2018,61.7,62.44,63.32,61.7,4547470,ok,68
2493,22/01/2018,62.44,62.07,62.88,61.7,1971820,ok,68
2494,25/01/2018,62.51,62.44,65.75,62.44,6498690,ok,68
2495,26/01/2018,62.81,63.17,63.54,62.37,1879950,ok,70
2496,29/01/2018,62.81,63.17,64.13,62.59,1648430,ok,70
2497,30/01/2018,62.44,62.81,63.03,61.34,2528460,ok,70
2498,31/01/2018,63.17,62.81,64.94,62.51,5163910,ok,70
2499,01/02/2018,63.62,64.28,64.5,62.44,2444650,ok,70
2500,02/02/2018,64.06,63.54,65.01,63.54,4141270,ok,70
2501,05/02/2018,59.58,62.73,63.17,59.58,2587460,ok,69
2502,06/02/2018,59.58,55.46,59.58,55.46,6416850,ok,69
2503,07/02/2018,59.5,60.24,60.9,59.5,1569240,ok,69
2504,08/02/2018,58.03,58.77,59.5,58.03,1035980,ok,95
2505,09/02/2018,57.45,55.83,57.74,54.73,1512070,ok,95
2506,12/02/2018,61.41,58.03,61.41,58.03,1403590,ok,95
2507,13/02/2018,63.25,62.44,63.91,61.7,1361140,ok,95
2508,21/02/2018,66.11,64.57,67.58,64.13,3032580,ok,68
2509,22/02/2018,66.48,66.11,67.58,65.45,2059700,ok,68
2510,23/02/2018,67.29,66.85,67.58,66.85,1315690,ok,84
2511,26/02/2018,69.79,67.58,70.89,67.58,2663650,ok,75
2512,27/02/2018,68.68,70.89,71.18,67.95,2312070,ok,85
2513,28/02/2018,69.71,67.8,69.86,67.8,1652330,ok,85
2514,01/03/2018,69.05,69.34,70.37,68.54,1228940,ok,85
2515,02/03/2018,69.42,67.58,70.15,67.58,876310,ok,85
2516,05/03/2018,69.05,69.79,73.17,69.05,1957990,ok,85
2517,06/03/2018,72.36,70.52,72.36,69.05,1563590,ok,85
2518,07/03/2018,72.43,72.36,73.46,70.89,1554880,ok,85
2519,08/03/2018,75.81,71.99,76.69,71.92,2497640,ok,77.5
2520,09/03/2018,76.03,75.81,77.87,73.46,3193390,ok,74
2521,12/03/2018,73.46,75.66,76.47,73.24,4156360,ok,76.5
2522,13/03/2018,75.37,73.46,75.59,73.39,1364520,ok,74
2523,14/03/2018,75.3,75.3,77.06,75.3,2048400,ok,74
2524,15/03/2018,73.09,75.59,75.59,73.09,2784640,ok,85
2525,16/03/2018,73.24,73.02,74.19,73.02,3090070,ok,85
2526,19/03/2018,76.69,73.61,77.13,73.61,1201010,ok,85
2527,20/03/2018,76.54,75.66,77.5,75.66,1045660,ok,85
2528,21/03/2018,79.33,77.06,79.78,76.76,3520200,ok,85
2529,22/03/2018,79.33,80.07,81.32,79.33,2262170,ok,78
2530,23/03/2018,80.44,77.57,81.69,77.5,3455080,ok,78
2531,26/03/2018,83.6,80.81,86.02,79.7,4681960,ok,40
2532,27/03/2018,83.01,85.95,86.53,82.94,3149210,ok,63
2533,28/03/2018,84.11,83.01,85.21,82.42,1452270,ok,65
2534,29/03/2018,84.48,84.11,84.84,83.38,1580300,ok,79
2535,30/03/2018,86.09,84.55,86.09,83.74,1733950,ok,61
2536,02/04/2018,90.35,87.19,91.46,86.68,2458390,ok,70
2537,03/04/2018,89.84,89.77,90.35,88.74,2412640,ok,75
2538,04/04/2018,93.66,90.35,94.69,90.35,1939060,ok,75
2539,05/04/2018,96.23,96.97,97.7,95.28,3190050,ok,61
2540,06/04/2018,97.26,95.5,97.33,95.28,1954390,ok,77.5
2541,09/04/2018,99.1,99.17,99.54,97.7,3209490,ok,73
2542,10/04/2018,96.23,99.17,100.49,96.23,4492970,ok,73
2543,11/04/2018,92.56,96.67,98.07,91.09,3216110,ok,71
2544,12/04/2018,93.29,91.09,93.88,89.18,3592730,ok,71
2545,13/04/2018,93.73,94.03,95.94,93.29,2093210,ok,80
2546,16/04/2018,94.54,94.03,94.91,91.46,1686590,ok,65
2547,17/04/2018,95.5,95.5,96.97,93.66,2303090,ok,78
2548,18/04/2018,95.42,96.23,96.97,95.42,2306360,ok,75
2549,19/04/2018,88.81,94.47,94.76,88.81,5509300,ok,72
2550,20/04/2018,90.35,88.81,91.46,83.67,4165000,ok,72
2551,23/04/2018,90.5,91.09,92.41,90.21,4834080,ok,65
2552,24/04/2018,93.29,88.15,93.73,86.83,8719000,ok,65
2553,26/04/2018,93.29,93.15,93.29,90.28,6434440,ok,68
2554,27/04/2018,92.56,90.13,92.92,89.62,3015830,ok,68
2555,02/05/2018,91.82,92.56,92.56,88.15,5204200,ok,75
2556,03/05/2018,90.35,90.35,92.63,89.62,4728270,ok,35
2557,04/05/2018,91.46,89.33,91.9,88.15,3214170,ok,65
2558,07/05/2018,91.53,90.72,91.82,90.72,1059820,ok,85
2559,08/05/2018,91.02,91.53,91.75,90.5,1263540,ok,85
2560,09/05/2018,90.28,90.06,90.5,89.47,1685960,ok,85
2561,10/05/2018,88.52,90.21,90.21,88.15,1783310,ok,85
2562,11/05/2018,91.09,88.22,91.09,87.42,1349320,ok,85
2563,14/05/2018,96.97,91.82,96.97,91.82,2365670,ok,55
2564,15/05/2018,96.97,98.36,99.02,96.97,1713520,ok,72
2565,16/05/2018,95.5,96.97,96.97,94.03,879210,ok,72
2566,17/05/2018,90.35,95.5,95.5,89.99,1772650,ok,73.5
2567,18/05/2018,90.35,89.62,91.82,88.52,1523270,ok,74
2568,21/05/2018,84.04,90.35,90.35,84.04,2255860,ok,74
2569,22/05/2018,78.16,81.39,83.74,78.16,2590430,ok,74
2570,23/05/2018,75.66,74.27,78.09,72.72,2360420,ok,74
2571,24/05/2018,76.47,75.66,77.13,74.34,3032350,ok,70
2572,25/05/2018,78.6,76.47,81.25,73.46,2656380,ok,75
2573,28/05/2018,81.54,75.52,81.54,75.3,3154610,ok,75.5
2574,29/05/2018,80.81,78.09,81.91,77.94,1698700,ok,52.5
2575,30/05/2018,81.54,80.88,83.38,77.79,1827510,ok,60
2576,31/05/2018,85.21,82.13,85.95,80.07,5567040,ok,74
2577,01/06/2018,87.42,84.77,88.15,83.74,4227700,ok,74
2578,04/06/2018,88.15,87.42,88.22,87.05,901540,ok,77.5
2579,05/06/2018,88.96,88.15,89.99,87.12,996780,ok,78
2580,06/06/2018,91.16,88.15,91.38,86.46,2053160,ok,65
2581,07/06/2018,91.24,91.75,92.12,90.5,1475370,ok,70
2582,08/06/2018,91.24,90.5,91.68,89.62,902860,ok,75
2583,11/06/2018,91.31,91.09,91.9,89.99,1434380,ok,71.5
2584,12/06/2018,91.38,88.15,91.53,88.15,2086270,ok,71.5
2585,13/06/2018,94.03,89.62,94.03,89.62,1823230,ok,73
2586,14/06/2018,92.56,94.61,94.61,91.82,1578250,ok,61
2587,15/06/2018,90.72,92.56,93.15,90.72,4770820,ok,61
2588,18/06/2018,90.65,90.72,92.48,89.99,1411490,ok,65
2589,19/06/2018,90.35,89.25,90.65,85.95,2024310,ok,65
2590,20/06/2018,91.82,90.35,91.82,89.62,872130,ok,65
2591,21/06/2018,91.09,91.82,92.19,89.77,1700320,ok,65
2592,22/06/2018,90.21,91.75,91.75,90.21,461620,ok,70
2593,25/06/2018,90.87,91.82,91.82,90.35,562650,ok,70
2594,26/06/2018,90.8,88.89,91.02,88.52,762320,ok,70
2595,27/06/2018,91.97,90.8,92.41,90.35,1177710,ok,69
2596,28/06/2018,95.56,93.33,98.4,93.33,1193310,ok,76
2597,29/06/2018,95.56,93.42,95.82,93.42,2967850,ok,48.5
2598,02/07/2018,95.29,94.22,96.45,94.22,953200,ok,55
2599,03/07/2018,88.62,94.22,95.11,88.62,3208300,ok,68
2600,04/07/2018,93.33,88.45,94.4,86.22,1971010,ok,70
2601,05/07/2018,94.67,92.45,95.38,91.56,1420080,ok,67
2602,06/07/2018,94.4,92.53,95.02,90.49,1431620,ok,62
2603,09/07/2018,93.33,94.22,95.38,92.89,701990,ok,92
2604,10/07/2018,91.56,93.33,94.67,91.11,795030,ok,92
2605,11/07/2018,92.89,89.78,92.89,88.89,840120,ok,92
2606,12/07/2018,91.56,93.25,93.25,89.78,357710,ok,70.66666667
2607,13/07/2018,91.56,92.62,92.62,90.67,564040,ok,70.66666667
2608,16/07/2018,91.11,92,92,89.78,1073340,ok,75
2609,17/07/2018,92.45,89.78,92.53,88.89,1207830,ok,75
2610,18/07/2018,93.33,91.11,93.33,91.11,1918790,ok,75
2611,19/07/2018,93.33,93.33,93.33,91.56,2857260,ok,75
2612,20/07/2018,92.09,92,93.33,92,2187590,ok,75
2613,23/07/2018,92.45,92.09,94.67,91.82,1255810,ok,70
2614,24/07/2018,92.89,92.45,93.87,92.45,1493670,ok,70
2615,25/07/2018,92.8,92.89,93.69,92.53,755570,ok,71.5
2616,26/07/2018,94.22,93.6,94.22,92.8,1297470,ok,71.5
2617,27/07/2018,94.58,95.11,95.65,93.96,1187590,ok,78
2618,30/07/2018,94.58,95.02,95.02,93.87,1158200,ok,78
2619,31/07/2018,94.58,94.22,95.56,93.42,1902890,ok,75
2620,01/08/2018,94.67,94.49,95.56,94.49,1267370,ok,66.25
2621,02/08/2018,94.85,94.67,95.47,94.4,1629230,ok,66.25
2622,03/08/2018,99.11,95.29,100.18,94.94,2531090,ok,66.25
2623,06/08/2018,99.11,99.56,100.36,97.51,3669840,ok,66.25
2624,07/08/2018,98.05,98.67,99.11,97.69,1103740,ok,60
2625,08/08/2018,96.71,97.51,98.58,96.53,1617710,ok,70
2626,09/08/2018,92.62,95.56,96.62,92.45,2819240,ok,70
2627,10/08/2018,92.62,92.45,94.05,89.78,1885210,ok,70
2628,13/08/2018,91.38,92,92.45,90.13,1730190,ok,70
2629,14/08/2018,91.82,91.38,92.98,90.49,1167680,ok,70
2630,15/08/2018,90.58,91.82,92.71,90.58,644810,ok,63
2631,16/08/2018,90.76,88.98,91.65,88.98,1225510,ok,63
2632,17/08/2018,90.93,90.76,91.82,90.76,449530,ok,63
2633,20/08/2018,91.2,90.67,91.73,90.67,1000000,ok,47
2634,23/08/2018,92.98,92.45,94.14,92.45,1808380,ok,65
2635,24/08/2018,92.45,92.98,93.42,92.27,1261290,ok,65
2636,27/08/2018,92.62,92.53,93.33,92.27,839360,ok,68
2637,28/08/2018,92.62,92.09,92.89,92,617620,ok,72.5
2638,29/08/2018,91.56,92.62,92.62,91.56,533720,ok,72.5
2639,30/08/2018,91.91,91.56,92,91.11,1172570,ok,67
2640,31/08/2018,91.91,91.82,91.91,90.22,1811230,ok,67
2641,04/09/2018,90.76,91.91,91.91,90.67,343190,ok,68
2642,05/09/2018,90.22,90.76,91.38,90.22,610500,ok,68
2643,06/09/2018,87.11,89.87,90.22,87.11,918940,ok,68
2644,07/09/2018,86.4,85.42,88,85.42,698830,ok,68
2645,10/09/2018,88.27,87.11,88.8,86.31,896450,ok,65
2646,11/09/2018,89.96,87.56,90.67,87.56,726370,ok,84
2647,12/09/2018,90.13,89.96,91.56,89.87,629760,ok,84
2648,13/09/2018,89.16,90.13,90.67,88.89,422540,ok,65
2649,14/09/2018,89.78,89.16,90.22,88.62,614370,ok,74
2650,17/09/2018,88,89.6,90.05,87.91,465650,ok,65
2651,18/09/2018,88.53,87.11,88.53,87.11,613160,ok,78
2652,19/09/2018,87.65,88.53,88.98,87.56,416470,ok,78
2653,20/09/2018,87.56,87.29,88.45,87.29,449420,ok,75
2654,21/09/2018,87.65,87.56,88.27,87.47,1584980,ok,72.5
2655,24/09/2018,88.53,87.65,89.16,87.65,323610,ok,72.5
2656,25/09/2018,88.45,88.53,88.53,88.18,426720,ok,72.5
2657,26/09/2018,88,88.18,88.27,88,505180,ok,75
2658,27/09/2018,87.65,88,88.18,87.56,497460,ok,75
2659,28/09/2018,87.38,87.65,87.65,87.2,857910,ok,50
2660,01/10/2018,87.56,88.8,91.11,87.56,1269410,ok,50
2661,02/10/2018,90.67,88.8,90.67,88.62,1206840,ok,70
2662,03/10/2018,90.85,91.56,92.36,90.49,860380,ok,70
2663,04/10/2018,89.42,90.76,90.85,89.42,635150,ok,70
2664,05/10/2018,87.56,88.8,89.25,87.38,1868060,ok,70
2665,08/10/2018,85.87,86.76,87.38,85.69,1766100,ok,75
2666,09/10/2018,85.87,85.87,86.49,85.42,944590,ok,75
2667,10/10/2018,85.87,85.87,86.85,85.78,1213420,ok,75
2668,11/10/2018,82.67,81.78,83.91,79.91,3276160,ok,75
2669,12/10/2018,85.33,82.67,86.67,82.49,1735640,ok,75
2670,15/10/2018,84.89,85.33,85.96,83.56,720500,ok,75
2671,16/10/2018,87.65,84.45,87.65,83.73,1290720,ok,75
2672,17/10/2018,88,87.65,88.53,87.29,1310430,ok,75
2673,18/10/2018,88.09,87.56,88.18,87.11,896140,ok,75
2674,19/10/2018,88.09,85.78,88.09,85.78,915870,ok,68
2675,22/10/2018,88.09,87.2,88.53,86.31,536930,ok,68
2676,23/10/2018,88,87.2,88,85.78,608750,ok,68
2677,24/10/2018,87.82,87.11,88.45,86.67,681290,ok,68
2678,25/10/2018,86.05,85.96,87.29,84.09,404050,ok,68
2679,26/10/2018,85.69,85.51,87.11,85.07,653110,ok,75
2680,29/10/2018,86.4,84.89,86.85,84.45,643700,ok,65
2681,30/10/2018,85.87,84.89,86.49,84.89,452080,ok,76
2682,31/10/2018,86.4,84.98,86.4,84.98,582470,ok,76
2683,01/11/2018,84.89,85.78,86.05,84.45,1225020,ok,76
2684,02/11/2018,85.33,84.98,85.96,84.89,1484060,ok,76
2685,05/11/2018,85.33,85.33,85.78,84.53,664130,ok,78
2686,06/11/2018,85.16,85.33,85.78,84.8,597170,ok,72
2687,07/11/2018,85.33,85.6,85.6,83.82,608180,ok,25
2688,08/11/2018,85.33,85.33,85.87,85.16,383030,ok,25
2689,09/11/2018,85.25,84.45,85.33,84.45,602570,ok,25
2690,12/11/2018,85.25,85.16,85.33,84.89,720990,ok,65
2691,13/11/2018,82.93,84.27,84.45,82.93,598800,ok,65
2692,14/11/2018,84.18,83.2,84.53,83.02,450950,ok,52.5
2693,15/11/2018,81.51,84.18,84.18,80.8,689540,ok,52.5
2694,16/11/2018,80.09,81.51,82.22,79.82,895700,ok,52.5
2695,19/11/2018,85.69,80.09,85.69,80.09,1553130,ok,75
2696,20/11/2018,86.4,84.18,86.4,84.18,1470120,ok,48.5
2697,21/11/2018,86.49,86.22,86.49,84.45,1609020,ok,48.5
2698,22/11/2018,87.11,86.4,87.11,85.78,1345610,ok,48.5
2699,23/11/2018,88,87.82,88,86.22,1055870,ok,68
2700,26/11/2018,89.33,88,89.33,87.11,642520,ok,69
2701,27/11/2018,90.22,89.33,91.73,89.33,467400,ok,70
2702,28/11/2018,90.67,90.22,90.67,89.6,577600,ok,70
2703,29/11/2018,90.67,91.11,91.56,90.4,367130,ok,70
2704,30/11/2018,90.4,89.78,90.67,86.67,1024240,ok,70
2705,03/12/2018,90.58,90.49,91.56,90.05,262710,ok,64
2706,04/12/2018,90.67,91.02,91.02,90.31,966490,ok,70.5
2707,05/12/2018,90.76,90.58,90.85,89.78,461240,ok,71
2708,06/12/2018,90.76,90.76,90.85,89.87,251610,ok,71
2709,07/12/2018,90.85,90.76,90.85,90.22,460960,ok,71
2710,10/12/2018,90.76,90.67,90.85,89.87,806730,ok,67.5
2711,11/12/2018,90.85,90.76,90.85,90.13,457470,ok,75
2712,12/12/2018,90.85,90.85,91.02,90.67,403320,ok,50
2713,13/12/2018,91.38,91.11,92.36,90.49,488820,ok,70
2714,14/12/2018,91.29,90.85,91.56,90.31,234660,ok,70
2715,17/12/2018,91.11,90.67,91.29,90.58,205950,ok,75
2716,18/12/2018,90.67,90.49,90.67,88.89,531470,ok,75
2717,19/12/2018,90.67,90.67,90.93,89.33,506600,ok,75
2718,20/12/2018,90.58,89.78,90.67,89.6,387370,ok,75
2719,21/12/2018,90.67,89.33,90.67,88.89,791040,ok,68
2720,24/12/2018,90.67,90.67,90.85,90.05,216960,ok,68
2721,25/12/2018,90.58,88.98,90.58,88.98,293610,ok,68
2722,26/12/2018,90.58,89.78,90.58,89.78,367750,ok,70
2723,27/12/2018,91.02,89.78,91.47,89.78,690680,ok,70
2724,28/12/2018,84.71,91.82,91.91,84.71,381320,ok,78
2725,02/01/2019,89.25,89.96,90.05,86.67,602450,ok,78
2726,03/01/2019,89.16,88.89,89.16,87.29,496950,ok,78
2727,04/01/2019,89.42,88.89,89.51,87.11,458000,ok,70
2728,07/01/2019,89.78,89.69,91.56,88.8,589150,ok,70
2729,08/01/2019,89.78,90.67,90.67,88.62,494300,ok,70
2730,09/01/2019,90.22,89.78,90.58,88,659210,ok,62.5
2731,10/01/2019,90.13,89.96,90.22,88.89,551980,ok,62.66666667
2732,11/01/2019,90.13,89.78,90.13,88.98,569030,ok,62.66666667
2733,14/01/2019,90.13,90.05,90.58,89.07,562930,ok,67.5
2734,15/01/2019,90.22,90.13,90.22,89.25,711450,ok,67.5
2735,16/01/2019,90.67,90.22,90.76,89.6,518160,ok,67.5
2736,17/01/2019,90.67,90.67,90.85,89.51,325130,ok,67.5
2737,18/01/2019,90.85,90.22,90.85,89.69,498290,ok,67.5
2738,21/01/2019,91.02,90.85,91.02,90.05,404250,ok,75
2739,22/01/2019,91.02,91.02,91.02,90.22,258070,ok,70
2740,23/01/2019,91.2,90.67,92.18,90.67,299570,ok,70
2741,24/01/2019,91.38,91.11,91.47,90.85,184720,ok,70
2742,25/01/2019,91.47,91.38,92,90.85,306670,ok,75
2743,28/01/2019,92.18,91.47,92.18,91.2,381260,ok,68
2744,29/01/2019,92.36,93.25,93.25,91.56,225310,ok,68
2745,30/01/2019,92.36,92.36,92.45,91.47,370040,ok,65
2746,31/01/2019,92.36,92.45,92.89,91.11,651020,ok,65
2747,01/02/2019,87.82,92.27,92.27,87.82,2095840,ok,65
2748,11/02/2019,92.45,90.49,92.45,89.96,527310,ok,78
2749,12/02/2019,96.98,93.25,96.98,92.45,769110,ok,75
2750,13/02/2019,96.89,96,97.16,95.29,822040,ok,75
2751,14/02/2019,100.36,96.89,100.45,96.89,995310,ok,75
2752,15/02/2019,99.56,100.45,100.45,99.56,670900,ok,75
2753,18/02/2019,101.07,100,101.07,99.29,829150,ok,80
2754,19/02/2019,103.11,100.89,103.65,100.89,1002020,ok,80
2755,20/02/2019,103.56,102.4,103.91,102.4,678800,ok,75
2756,21/02/2019,105.25,103.56,105.25,103.38,1162700,ok,75
2757,22/02/2019,104,104.89,105.25,103.65,720970,ok,75
2758,25/02/2019,103.38,104,104.8,103.02,624890,ok,75
2759,26/02/2019,102.67,103.11,103.65,100.89,792710,ok,75
2760,27/02/2019,104.36,102.67,104.8,102.67,824620,ok,70
2761,28/02/2019,101.33,104,104.36,100.53,1132410,ok,70
2762,01/03/2019,102.31,101.33,104,101.33,739260,ok,65
2763,04/03/2019,104.36,103.73,104.53,102.94,660550,ok,65
2764,05/03/2019,104.27,104.36,104.71,103.91,706060,ok,70
2765,06/03/2019,104.62,104.62,104.62,104.09,377280,ok,70
2766,07/03/2019,105.96,104.8,108.89,104.71,1797980,ok,70
2767,08/03/2019,104.98,105.78,106.31,104.98,845280,ok,70
2768,11/03/2019,105.16,104,105.16,104,429390,ok,70
2769,12/03/2019,105.42,105.78,106.14,105.07,902200,ok,70
2770,13/03/2019,104.45,105.33,106.67,104,1262350,ok,70
2771,14/03/2019,105.51,103.56,105.51,102.76,1088350,ok,70
