,t,c,o,h,l,v,s,Date,sentiment_score
2164,1475452800,31.59,32.69,32.69,31.59,1050750,ok,2016-10-03,50.0
2165,1475539200,32.32,31.59,32.32,31.44,446930,ok,2016-10-04,50.0
2166,1475625600,32.17,32.54,32.69,32.1,254440,ok,2016-10-05,50.0
2167,1475712000,31.37,32.17,32.17,31.29,797640,ok,2016-10-06,50.0
2168,1475798400,31.44,31.59,31.88,31.15,250280,ok,2016-10-07,50.0
2169,1476057600,30.93,31.73,31.73,30.85,286190,ok,2016-10-10,50.0
2170,1476144000,30.93,31.0,31.22,30.63,307500,ok,2016-10-11,50.0
2171,1476230400,31.0,30.93,31.44,30.93,164250,ok,2016-10-12,50.0
2172,1476316800,31.59,31.22,31.66,30.78,1097150,ok,2016-10-13,50.0
2173,1476403200,31.59,31.48,31.88,31.15,628940,ok,2016-10-14,50.0
2174,1476662400,31.59,31.59,31.66,31.37,542930,ok,2016-10-17,50.0
2175,1476748800,31.51,31.59,31.59,31.22,320680,ok,2016-10-18,50.0
2176,1476835200,32.17,31.48,32.17,31.37,654870,ok,2016-10-19,50.0
2177,1476921600,31.81,32.03,32.03,31.59,331270,ok,2016-10-20,50.0
2178,1477008000,31.59,31.81,31.81,31.37,751380,ok,2016-10-21,50.0
2179,1477267200,31.59,31.59,31.59,31.22,587640,ok,2016-10-24,50.0
2180,1477353600,31.37,31.15,31.48,31.07,555710,ok,2016-10-25,50.0
2181,1477440000,31.18,31.15,31.44,30.85,434490,ok,2016-10-26,50.0
2182,1477526400,31.44,31.15,31.51,30.85,1053560,ok,2016-10-27,50.0
2183,1477612800,31.48,31.44,31.73,31.29,711780,ok,2016-10-28,50.0
2184,1477872000,31.22,31.22,31.77,31.07,980500,ok,2016-10-31,50.0
2185,1477958400,31.4,31.22,31.48,31.22,207880,ok,2016-11-01,50.0
2186,1478044800,31.07,31.44,31.73,31.07,481870,ok,2016-11-02,50.0
2187,1478131200,31.15,30.93,31.44,30.74,488460,ok,2016-11-03,50.0
2188,1478217600,31.15,30.85,31.37,30.85,166620,ok,2016-11-04,50.0
2189,1478476800,31.4,31.15,31.48,31.07,195260,ok,2016-11-07,50.0
2190,1478563200,31.44,31.37,31.51,31.29,351360,ok,2016-11-08,50.0
2191,1478649600,31.22,31.51,31.51,30.85,846210,ok,2016-11-09,50.0
2192,1478736000,31.44,31.44,31.59,31.29,254060,ok,2016-11-10,50.0
2193,1478822400,32.32,31.44,32.32,31.11,1006070,ok,2016-11-11,50.0
2194,1479081600,31.51,32.1,32.91,31.51,1412440,ok,2016-11-14,50.0
2195,1479168000,31.4,31.59,31.95,31.26,404110,ok,2016-11-15,50.0
2196,1479254400,31.37,31.4,31.81,31.29,465120,ok,2016-11-16,50.0
2197,1479340800,31.37,31.29,31.44,30.89,993910,ok,2016-11-17,50.0
2198,1479427200,31.29,31.59,31.59,31.07,376190,ok,2016-11-18,50.0
2199,1479686400,31.29,31.22,31.29,31.0,326180,ok,2016-11-21,50.0
2200,1479772800,31.29,31.15,31.37,31.15,261260,ok,2016-11-22,50.0
2201,1479859200,31.37,31.29,31.44,31.26,286930,ok,2016-11-23,50.0
2202,1479945600,31.22,31.37,31.37,30.89,619360,ok,2016-11-24,50.0
2203,1480032000,31.22,31.07,31.22,30.48,1651400,ok,2016-11-25,50.0
2204,1480291200,31.22,30.71,31.22,30.19,1107530,ok,2016-11-28,50.0
2205,1480377600,30.48,31.22,31.22,30.48,986930,ok,2016-11-29,50.0
2206,1480464000,30.85,30.16,30.85,29.68,1461410,ok,2016-11-30,50.0
2207,1480550400,30.85,30.93,31.0,30.48,701120,ok,2016-12-01,50.0
2208,1480636800,30.85,30.48,31.0,30.48,627590,ok,2016-12-02,50.0
2209,1480896000,30.82,30.85,30.96,30.41,672940,ok,2016-12-05,50.0
2210,1480982400,30.63,30.78,30.78,30.08,563020,ok,2016-12-06,50.0
2211,1481068800,30.85,30.63,30.93,30.01,981090,ok,2016-12-07,50.0
2212,1481155200,30.85,30.48,30.85,30.48,713700,ok,2016-12-08,50.0
2213,1481241600,30.85,30.85,30.85,30.27,705920,ok,2016-12-09,50.0
2214,1481500800,30.85,30.56,30.85,30.34,756230,ok,2016-12-12,50.0
2215,1481587200,30.85,30.85,30.85,30.19,1231230,ok,2016-12-13,50.0
2216,1481673600,31.18,30.85,31.22,30.56,830990,ok,2016-12-14,50.0
2217,1481760000,30.85,31.07,31.15,30.74,388600,ok,2016-12-15,50.0
2218,1481846400,31.22,30.85,31.22,30.38,3293250,ok,2016-12-16,50.0
2219,1482105600,31.44,31.29,31.81,31.29,620190,ok,2016-12-19,50.0
2220,1482192000,30.74,31.33,31.59,30.74,876460,ok,2016-12-20,50.0
2221,1482278400,30.41,30.74,30.74,30.34,766850,ok,2016-12-21,50.0
2222,1482364800,30.85,30.56,30.93,30.38,667670,ok,2016-12-22,50.0
2223,1482451200,30.93,30.56,30.93,30.56,282360,ok,2016-12-23,50.0
2224,1482710400,30.85,31.0,31.0,30.78,205460,ok,2016-12-26,50.0
2225,1482796800,31.07,30.93,31.33,30.85,260080,ok,2016-12-27,50.0
2226,1482883200,30.56,31.18,31.18,30.52,1112890,ok,2016-12-28,50.0
2227,1482969600,30.78,30.56,30.89,30.56,386900,ok,2016-12-29,50.0
2228,1483056000,30.85,30.56,30.85,30.56,704400,ok,2016-12-30,50.0
2229,1483401600,30.56,30.85,30.85,30.56,321500,ok,2017-01-03,50.0
2230,1483488000,30.89,30.56,30.89,30.56,314110,ok,2017-01-04,50.0
2231,1483574400,31.07,30.78,31.15,30.78,359450,ok,2017-01-05,50.0
2232,1483660800,31.66,31.15,31.95,31.11,850050,ok,2017-01-06,50.0
2233,1483920000,31.73,31.81,31.95,31.73,459010,ok,2017-01-09,50.0
2234,1484006400,31.51,31.73,31.81,31.48,432520,ok,2017-01-10,50.0
2235,1484092800,31.59,31.51,31.92,31.29,415040,ok,2017-01-11,50.0
2236,1484179200,31.59,31.73,31.81,31.48,518850,ok,2017-01-12,50.0
2237,1484265600,31.81,31.62,31.92,31.55,506040,ok,2017-01-13,50.0
2238,1484524800,31.48,31.81,31.81,31.48,249960,ok,2017-01-16,50.0
2239,1484611200,31.33,31.59,31.59,31.07,662430,ok,2017-01-17,50.0
2240,1484697600,30.93,31.07,31.33,30.93,743470,ok,2017-01-18,50.0
2241,1484784000,30.85,30.93,31.07,30.71,1160620,ok,2017-01-19,50.0
2242,1484870400,30.85,30.96,31.0,30.74,714290,ok,2017-01-20,50.0
2243,1485129600,30.85,31.0,31.0,30.63,729750,ok,2017-01-23,50.0
2244,1485216000,30.48,31.0,31.0,30.48,539560,ok,2017-01-24,50.0
2245,1485302400,30.85,30.78,30.85,30.48,788030,ok,2017-01-25,50.0
2246,1485993600,31.22,31.07,31.48,31.07,390520,ok,2017-02-02,50.0
2247,1486080000,30.85,31.22,31.22,30.82,397270,ok,2017-02-03,50.0
2248,1486339200,31.15,31.22,31.29,30.85,473180,ok,2017-02-06,50.0
2249,1486425600,31.44,31.15,31.44,31.0,794850,ok,2017-02-07,50.0
2250,1486512000,31.4,31.51,31.51,31.37,334800,ok,2017-02-08,50.0
2251,1486598400,31.33,31.44,31.48,31.26,282170,ok,2017-02-09,50.0
2252,1486684800,31.22,31.29,31.4,30.89,834560,ok,2017-02-10,50.0
2253,1486944000,31.22,31.22,31.29,31.07,316160,ok,2017-02-13,50.0
2254,1487030400,31.26,31.29,31.48,31.18,496140,ok,2017-02-14,50.0
2255,1487116800,32.69,31.29,32.84,31.29,2270860,ok,2017-02-15,50.0
2256,1487203200,32.32,32.69,32.84,32.32,871460,ok,2017-02-16,50.0
2257,1487289600,32.32,32.4,32.4,32.03,692670,ok,2017-02-17,50.0
2258,1487548800,33.28,32.17,33.35,31.81,804050,ok,2017-02-20,50.0
2259,1487635200,34.12,33.28,34.53,33.28,1291740,ok,2017-02-21,50.0
2260,1487721600,33.57,34.01,34.38,33.42,885490,ok,2017-02-22,50.0
2261,1487808000,33.24,33.57,33.79,33.06,584670,ok,2017-02-23,50.0
2262,1487894400,33.24,33.24,33.79,32.98,508290,ok,2017-02-24,50.0
2263,1488153600,33.75,33.28,34.16,33.28,788600,ok,2017-02-27,50.0
2264,1488240000,33.06,33.94,33.94,33.06,1009600,ok,2017-02-28,50.0
2265,1488326400,32.84,32.84,33.31,32.54,651080,ok,2017-03-01,50.0
2266,1488412800,32.4,32.76,33.02,32.32,794680,ok,2017-03-02,50.0
2267,1488499200,32.69,32.65,32.98,32.54,290560,ok,2017-03-03,50.0
2268,1488758400,32.87,32.98,33.35,32.76,366910,ok,2017-03-06,50.0
2269,1488844800,32.95,32.87,33.28,32.76,238620,ok,2017-03-07,50.0
2270,1488931200,32.69,32.95,32.95,32.32,554530,ok,2017-03-08,50.0
2271,1489017600,32.47,32.69,32.69,32.47,271170,ok,2017-03-09,50.0
2272,1489104000,32.47,32.36,32.84,32.32,841330,ok,2017-03-10,50.0
2273,1489363200,32.47,32.76,32.84,32.47,362880,ok,2017-03-13,50.0
2274,1489449600,32.36,32.47,32.69,32.36,370080,ok,2017-03-14,50.0
2275,1489536000,31.95,32.4,32.47,31.81,557540,ok,2017-03-15,50.0
2276,1489622400,32.32,31.73,32.32,31.73,192350,ok,2017-03-16,50.0
2277,1489708800,32.17,32.47,32.91,32.17,1070220,ok,2017-03-17,50.0
2278,1489968000,31.81,32.54,32.69,31.81,1170670,ok,2017-03-20,50.0
2279,1490054400,30.45,32.17,32.17,30.12,6736840,ok,2017-03-21,50.0
2280,1490140800,30.6,30.45,31.15,30.45,1495860,ok,2017-03-22,50.0
2281,1490227200,31.22,30.6,31.29,30.6,1028940,ok,2017-03-23,50.0
2282,1490313600,31.11,31.07,31.18,30.96,1562480,ok,2017-03-24,50.0
2283,1490572800,31.11,30.93,31.15,30.85,1056690,ok,2017-03-27,50.0
2284,1490659200,30.85,31.11,31.11,30.85,710950,ok,2017-03-28,50.0
2285,1490745600,31.0,31.07,31.15,30.85,732520,ok,2017-03-29,50.0
2286,1490832000,31.0,31.07,31.11,30.85,665180,ok,2017-03-30,50.0
2287,1490918400,30.71,30.93,31.11,30.71,604220,ok,2017-03-31,50.0
2288,1491177600,30.48,30.78,30.85,30.48,623430,ok,2017-04-03,50.0
2289,1491264000,30.85,30.63,30.85,30.52,529490,ok,2017-04-04,50.0
2290,1491350400,30.56,30.85,30.93,30.56,526530,ok,2017-04-05,50.0
2291,1491523200,30.85,30.56,30.85,30.48,370920,ok,2017-04-07,50.0
2292,1491782400,31.15,30.85,31.22,30.78,949330,ok,2017-04-10,50.0
2293,1491868800,31.26,30.93,31.55,30.93,1211260,ok,2017-04-11,50.0
2294,1491955200,30.89,31.26,31.51,30.85,660120,ok,2017-04-12,50.0
2295,1492041600,31.15,30.89,31.4,30.89,860710,ok,2017-04-13,50.0
2296,1492128000,30.67,31.0,31.11,30.63,700080,ok,2017-04-14,50.0
2297,1492387200,30.67,30.67,30.85,29.93,1273790,ok,2017-04-17,50.0
2298,1492473600,30.63,30.48,30.85,30.34,420640,ok,2017-04-18,50.0
2299,1492560000,30.48,30.63,30.63,30.45,961170,ok,2017-04-19,50.0
2300,1492646400,29.82,30.48,30.56,29.75,1169510,ok,2017-04-20,50.0
2301,1492732800,29.75,29.53,30.3,29.53,473170,ok,2017-04-21,50.0
2302,1492992000,29.38,29.6,30.05,29.13,422960,ok,2017-04-24,50.0
2303,1493078400,29.64,29.38,29.75,29.38,291630,ok,2017-04-25,50.0
2304,1493164800,29.68,29.68,29.75,29.46,418510,ok,2017-04-26,50.0
2305,1493251200,30.05,29.68,30.12,29.68,532960,ok,2017-04-27,50.0
2306,1493337600,30.05,29.75,30.05,29.68,868180,ok,2017-04-28,50.0
2307,1493769600,29.75,30.19,30.19,29.6,330500,ok,2017-05-03,50.0
2308,1493856000,29.6,29.79,29.79,29.46,695060,ok,2017-05-04,50.0
2309,1493942400,29.68,29.6,29.68,29.46,518030,ok,2017-05-05,50.0
2310,1494201600,29.68,29.68,29.79,29.49,457360,ok,2017-05-08,50.0
2311,1494288000,29.93,29.68,30.05,29.6,579970,ok,2017-05-09,50.0
2312,1494374400,29.71,29.79,29.97,29.68,722530,ok,2017-05-10,50.0
2313,1494460800,29.75,29.75,30.01,29.71,861350,ok,2017-05-11,50.0
2314,1494547200,29.75,29.68,29.82,29.6,372820,ok,2017-05-12,50.0
2315,1494806400,30.05,29.75,30.34,29.6,655580,ok,2017-05-15,50.0
2316,1494892800,30.48,30.12,30.48,29.97,1007010,ok,2017-05-16,50.0
2317,1494979200,30.34,30.34,30.63,30.23,538140,ok,2017-05-17,50.0
2318,1495065600,30.34,30.34,30.63,30.16,815460,ok,2017-05-18,50.0
2319,1495152000,30.05,30.34,30.34,29.9,645030,ok,2017-05-19,50.0
2320,1495411200,30.27,29.97,30.41,29.97,825830,ok,2017-05-22,50.0
2321,1495497600,30.01,30.27,30.27,29.97,799020,ok,2017-05-23,50.0
2322,1495584000,29.75,30.01,30.08,29.68,1407180,ok,2017-05-24,50.0
2323,1495670400,29.42,29.6,29.75,29.35,1822220,ok,2017-05-25,50.0
2324,1495756800,29.75,29.46,29.75,29.38,724620,ok,2017-05-26,50.0
2325,1496016000,29.86,29.75,29.93,29.38,784880,ok,2017-05-29,50.0
2326,1496102400,29.57,29.6,29.82,29.57,665930,ok,2017-05-30,50.0
2327,1496188800,29.57,29.6,29.9,29.53,633970,ok,2017-05-31,50.0
2328,1496275200,29.79,29.75,29.86,29.57,710890,ok,2017-06-01,50.0
2329,1496361600,29.82,29.79,29.86,29.68,630520,ok,2017-06-02,50.0
2330,1496620800,29.82,29.75,29.86,29.57,494100,ok,2017-06-05,50.0
2331,1496707200,29.86,29.93,29.93,29.79,439540,ok,2017-06-06,50.0
2332,1496793600,30.12,29.86,30.12,29.86,494480,ok,2017-06-07,50.0
2333,1496880000,30.34,30.19,30.71,29.9,702230,ok,2017-06-08,50.0
2334,1496966400,30.56,30.41,30.71,30.41,538240,ok,2017-06-09,50.0
2335,1497225600,31.11,30.71,31.11,30.56,1150090,ok,2017-06-12,50.0
2336,1497312000,31.59,31.26,31.59,31.04,953070,ok,2017-06-13,50.0
2337,1497398400,30.48,31.59,31.66,30.27,1835800,ok,2017-06-14,50.0
2338,1497484800,31.07,30.56,31.07,30.56,777300,ok,2017-06-15,50.0
2339,1497571200,31.59,31.48,31.59,31.15,3660640,ok,2017-06-16,50.0
2340,1497830400,31.66,31.22,31.66,31.11,756020,ok,2017-06-19,50.0
2341,1497916800,31.07,31.73,31.73,31.07,475170,ok,2017-06-20,50.0
2342,1498003200,31.44,31.07,31.44,30.82,556290,ok,2017-06-21,50.0
2343,1498089600,30.93,31.33,31.37,30.93,291210,ok,2017-06-22,50.0
2344,1498176000,30.89,30.71,30.93,30.71,452090,ok,2017-06-23,50.0
2345,1498435200,31.44,30.89,31.55,30.89,579860,ok,2017-06-26,50.0
2346,1498521600,31.29,31.44,31.44,31.22,217480,ok,2017-06-27,50.0
2347,1498608000,31.18,31.29,31.29,31.04,240730,ok,2017-06-28,50.0
2348,1498694400,31.11,31.44,31.44,31.07,171730,ok,2017-06-29,50.0
2349,1498780800,31.37,31.29,31.37,31.04,452240,ok,2017-06-30,50.0
2350,1499040000,31.07,31.37,31.37,31.0,537620,ok,2017-07-03,50.0
2351,1499126400,30.85,31.0,31.07,30.48,938440,ok,2017-07-04,50.0
2352,1499212800,30.85,31.07,31.15,30.6,493510,ok,2017-07-05,50.0
2353,1499299200,31.15,31.22,31.22,30.85,324260,ok,2017-07-06,50.0
2354,1499385600,30.85,31.33,31.37,30.85,238900,ok,2017-07-07,50.0
2355,1499644800,30.19,31.07,31.07,30.12,555810,ok,2017-07-10,50.0
2356,1499731200,30.93,30.19,30.93,30.19,436010,ok,2017-07-11,50.0
2357,1499817600,31.29,31.18,31.29,30.85,459760,ok,2017-07-12,50.0
2358,1499904000,31.29,31.29,31.29,30.78,552600,ok,2017-07-13,50.0
2359,1499990400,31.29,31.29,31.29,31.0,355150,ok,2017-07-14,50.0
2360,1500249600,31.15,31.22,31.22,30.71,489240,ok,2017-07-17,50.0
2361,1500336000,31.07,30.48,31.07,30.48,146220,ok,2017-07-18,50.0
2362,1500422400,30.85,31.22,31.22,30.82,300130,ok,2017-07-19,50.0
2363,1500508800,31.15,30.85,31.15,30.71,259280,ok,2017-07-20,50.0
2364,1500595200,31.18,30.93,31.18,30.6,563380,ok,2017-07-21,50.0
2365,1500854400,31.0,31.18,31.18,30.78,222770,ok,2017-07-24,50.0
2366,1500940800,30.85,30.71,30.93,30.71,193720,ok,2017-07-25,50.0
2367,1501027200,31.29,30.85,31.29,30.71,508260,ok,2017-07-26,50.0
2368,1501113600,31.07,30.93,31.29,30.93,254710,ok,2017-07-27,50.0
2369,1501200000,31.51,31.07,31.51,30.85,431700,ok,2017-07-28,50.0
2370,1501459200,32.69,32.03,32.69,31.95,1244560,ok,2017-07-31,50.0
2371,1501545600,32.62,32.69,32.69,32.32,404610,ok,2017-08-01,50.0
2372,1501632000,32.62,32.25,32.69,32.25,388850,ok,2017-08-02,50.0
2373,1501718400,32.62,32.47,32.91,32.32,481890,ok,2017-08-03,50.0
2374,1501804800,32.73,32.76,32.98,32.62,436280,ok,2017-08-04,50.0
2375,1502064000,32.69,32.73,32.76,32.54,342670,ok,2017-08-07,50.0
2376,1502150400,32.98,32.69,32.98,32.69,655500,ok,2017-08-08,50.0
2377,1502236800,31.95,32.54,33.06,31.95,631740,ok,2017-08-09,50.0
2378,1502323200,31.73,31.95,32.17,31.59,178660,ok,2017-08-10,50.0
2379,1502409600,31.95,31.73,32.1,31.51,125330,ok,2017-08-11,50.0
2380,1502668800,31.95,31.95,31.99,31.73,227890,ok,2017-08-14,50.0
2381,1502755200,31.29,31.88,31.95,31.22,388640,ok,2017-08-15,50.0
2382,1502841600,31.44,31.22,31.48,31.15,259540,ok,2017-08-16,50.0
2383,1502928000,31.4,31.59,31.59,31.15,334020,ok,2017-08-17,50.0
2384,1503014400,31.4,31.4,31.66,31.15,523350,ok,2017-08-18,50.0
2385,1503273600,31.51,31.07,31.51,31.07,297760,ok,2017-08-21,50.0
2386,1503360000,31.44,31.29,31.59,31.29,219070,ok,2017-08-22,50.0
2387,1503446400,31.81,31.77,31.81,31.44,141920,ok,2017-08-23,50.0
2388,1503532800,31.99,31.95,32.28,31.81,391490,ok,2017-08-24,50.0
2389,1503619200,32.73,31.99,32.87,31.99,625340,ok,2017-08-25,50.0
2390,1503878400,33.42,32.73,33.42,32.4,815250,ok,2017-08-28,50.0
2391,1503964800,33.83,33.35,33.94,33.02,1051820,ok,2017-08-29,50.0
2392,1504051200,36.14,33.83,36.14,33.83,1588730,ok,2017-08-30,50.0
2393,1504137600,35.99,35.99,37.17,35.63,1464890,ok,2017-08-31,50.0
2394,1504224000,36.29,35.77,36.66,35.77,613910,ok,2017-09-01,50.0
2395,1504569600,36.88,36.66,36.95,36.44,1083940,ok,2017-09-05,50.0
2396,1504656000,36.73,36.88,36.88,35.99,977140,ok,2017-09-06,50.0
2397,1504742400,36.69,36.73,36.73,36.29,468460,ok,2017-09-07,50.0
2398,1504828800,37.17,36.73,37.68,36.25,1674650,ok,2017-09-08,50.0
2399,1505088000,36.22,37.02,37.02,36.22,678430,ok,2017-09-11,50.0
2400,1505174400,36.22,35.7,36.22,35.7,1762650,ok,2017-09-12,50.0
2401,1505260800,35.33,36.22,36.25,35.26,983030,ok,2017-09-13,50.0
2402,1505347200,36.1,34.93,36.73,34.93,1038060,ok,2017-09-14,50.0
2403,1505433600,35.92,35.41,36.36,35.41,3535620,ok,2017-09-15,50.0
2404,1505692800,35.99,35.92,36.29,35.85,309400,ok,2017-09-18,50.0
2405,1505779200,36.07,35.99,36.22,35.88,677170,ok,2017-09-19,50.0
2406,1505865600,35.99,36.07,36.1,35.77,587010,ok,2017-09-20,50.0
2407,1505952000,36.07,35.99,36.07,35.3,642630,ok,2017-09-21,50.0
2408,1506038400,36.07,36.14,36.51,35.48,635450,ok,2017-09-22,50.0
2409,1506297600,35.99,35.99,36.22,35.85,991050,ok,2017-09-25,50.0
2410,1506384000,36.29,35.99,36.69,35.85,1097210,ok,2017-09-26,50.0
2411,1506470400,37.54,36.58,37.83,36.58,1612010,ok,2017-09-27,50.0
2412,1506556800,37.32,37.76,38.05,37.32,802280,ok,2017-09-28,50.0
2413,1506643200,37.61,37.1,37.61,37.1,771460,ok,2017-09-29,50.0
2414,1506902400,37.46,37.61,37.68,37.39,719100,ok,2017-10-02,50.0
2415,1506988800,37.54,37.54,38.57,37.54,2940110,ok,2017-10-03,50.0
2416,1507075200,38.2,37.76,38.2,37.61,1930800,ok,2017-10-04,50.0
2417,1507161600,38.71,38.27,39.08,38.2,1639860,ok,2017-10-05,50.0
2418,1507248000,38.64,38.71,38.86,38.42,1246450,ok,2017-10-06,50.0
2419,1507507200,38.2,38.49,38.49,37.68,655850,ok,2017-10-09,50.0
2420,1507593600,38.34,37.83,38.34,37.24,1812200,ok,2017-10-10,50.0
2421,1507680000,40.33,38.34,40.33,38.34,1820720,ok,2017-10-11,50.0
2422,1507766400,40.4,40.03,40.99,39.59,955520,ok,2017-10-12,50.0
2423,1507852800,41.14,40.03,41.14,39.96,1163690,ok,2017-10-13,50.0
2424,1508112000,40.11,41.14,41.28,40.11,1164490,ok,2017-10-16,50.0
2425,1508198400,40.62,40.26,40.99,40.03,611740,ok,2017-10-17,50.0
2426,1508284800,40.33,40.62,40.92,40.33,645210,ok,2017-10-18,50.0
2427,1508371200,40.4,40.33,40.55,40.03,652270,ok,2017-10-19,50.0
2428,1508457600,40.62,40.4,40.99,40.11,1699930,ok,2017-10-20,50.0
2429,1508716800,40.7,40.7,40.84,40.4,1042390,ok,2017-10-23,50.0
2430,1508803200,40.77,40.77,40.99,40.18,1015940,ok,2017-10-24,50.0
2431,1508889600,40.62,40.77,40.84,40.4,639470,ok,2017-10-25,50.0
2432,1508976000,40.62,40.62,40.7,38.93,1424800,ok,2017-10-26,50.0
2433,1509062400,41.87,40.99,42.16,40.55,1881040,ok,2017-10-27,50.0
2434,1509321600,42.61,42.16,42.97,41.95,1520110,ok,2017-10-30,50.0
2435,1509408000,42.97,42.83,43.19,42.39,1225710,ok,2017-10-31,50.0
2436,1509494400,43.05,43.05,43.19,42.75,1443760,ok,2017-11-01,50.0
2437,1509580800,44.08,43.05,44.08,42.97,1396970,ok,2017-11-02,50.0
2438,1509667200,44.22,44.0,44.52,43.34,1227960,ok,2017-11-03,50.0
2439,1509926400,44.44,44.37,44.66,44.08,1023210,ok,2017-11-06,50.0
2440,1510012800,45.54,44.66,45.91,44.3,1645400,ok,2017-11-07,50.0
2441,1510099200,48.12,47.01,48.19,45.91,2031740,ok,2017-11-08,50.0
2442,1510185600,50.39,49.59,51.42,49.22,1902810,ok,2017-11-09,50.0
2443,1510272000,48.48,49.8,51.42,47.97,20376600,ok,2017-11-10,50.0
2444,1510531200,50.39,48.48,50.39,47.97,1213210,ok,2017-11-13,50.0
2445,1510617600,50.39,50.32,51.05,49.51,1697460,ok,2017-11-14,50.0
2446,1510704000,50.69,50.39,51.05,49.44,2415870,ok,2017-11-15,50.0
2447,1510790400,51.35,49.95,51.35,49.95,1449350,ok,2017-11-16,50.0
2448,1510876800,52.45,51.57,52.89,51.35,1572620,ok,2017-11-17,50.0
2449,1511136000,56.05,52.74,56.05,52.52,1958970,ok,2017-11-20,50.0
2450,1511222400,56.56,57.3,59.94,56.2,3764030,ok,2017-11-21,50.0
2451,1511308800,55.83,56.56,57.88,53.99,1670670,ok,2017-11-22,50.0
2452,1511395200,56.2,55.83,57.15,55.24,1302120,ok,2017-11-23,50.0
2453,1511481600,54.73,56.2,56.2,54.73,858280,ok,2017-11-24,50.0
2454,1511740800,55.83,54.36,58.4,52.89,2152690,ok,2017-11-27,50.0
2455,1511827200,55.98,56.93,57.96,55.83,1786250,ok,2017-11-28,50.0
2456,1511913600,55.98,56.56,56.56,55.9,1324620,ok,2017-11-29,50.0
2457,1512000000,54.73,55.98,56.34,54.73,1728020,ok,2017-11-30,50.0
2458,1512086400,54.8,54.73,55.39,54.21,966230,ok,2017-12-01,50.0
2459,1512345600,55.9,55.17,56.71,54.73,1716220,ok,2017-12-04,50.0
2460,1512432000,53.63,56.56,57.66,52.01,3682370,ok,2017-12-05,50.0
2461,1512518400,53.63,54.07,54.07,51.35,2680770,ok,2017-12-06,50.0
2462,1512604800,52.89,53.26,54.21,52.16,1010070,ok,2017-12-07,50.0
2463,1512691200,53.63,52.3,53.99,51.05,1767290,ok,2017-12-08,50.0
2464,1512950400,52.89,52.89,53.77,52.16,1057910,ok,2017-12-11,50.0
2465,1513036800,52.3,53.63,53.7,50.69,1138470,ok,2017-12-12,50.0
2466,1513123200,52.89,52.52,53.04,52.08,547600,ok,2017-12-13,50.0
2467,1513209600,52.89,52.82,53.26,52.16,477210,ok,2017-12-14,50.0
2468,1513296000,51.57,51.94,52.67,51.49,4185530,ok,2017-12-15,50.0
2469,1513555200,54.36,52.45,54.36,52.45,1199690,ok,2017-12-18,50.0
2470,1513641600,53.99,54.8,55.46,53.84,1006310,ok,2017-12-19,50.0
2471,1513728000,53.99,53.84,54.29,53.18,1506770,ok,2017-12-20,50.0
2472,1513814400,53.63,54.29,55.46,53.63,1721550,ok,2017-12-21,50.0
2473,1513900800,55.53,54.14,55.53,53.92,2254940,ok,2017-12-22,50.0
2474,1514160000,57.3,55.83,57.3,55.68,1399540,ok,2017-12-25,50.0
2475,1514246400,57.3,57.52,58.03,57.15,2308080,ok,2017-12-26,50.0
2476,1514332800,56.71,57.3,58.03,56.34,2925370,ok,2017-12-27,50.0
2477,1514419200,56.86,56.93,57.66,56.86,1109290,ok,2017-12-28,50.0
2478,1514505600,56.78,57.0,58.69,56.56,2105550,ok,2017-12-29,50.0
2479,1514851200,57.45,57.0,57.66,56.86,1435130,ok,2018-01-02,50.0
2480,1514937600,59.13,58.4,61.12,57.74,5014340,ok,2018-01-03,50.0
2481,1515024000,59.5,59.87,61.04,59.13,2937490,ok,2018-01-04,50.0
2482,1515110400,58.77,59.5,59.5,58.03,2825160,ok,2018-01-05,50.0
2483,1515369600,58.99,58.77,60.16,58.11,3978990,ok,2018-01-08,50.0
2484,1515456000,59.21,59.43,60.6,58.77,3276860,ok,2018-01-09,50.0
2485,1515542400,59.35,59.5,60.46,59.21,3525280,ok,2018-01-10,50.0
2486,1515628800,59.5,59.35,60.38,58.84,3234530,ok,2018-01-11,50.0
2487,1515715200,62.73,59.87,63.4,59.72,5641810,ok,2018-01-12,50.0
2488,1515974400,64.06,63.47,65.23,63.25,3992270,ok,2018-01-15,50.0
2489,1516060800,63.17,64.06,64.28,62.44,4033950,ok,2018-01-16,50.0
2490,1516147200,61.7,63.17,63.76,60.97,3664360,ok,2018-01-17,50.0
2491,1516233600,62.0,60.97,62.0,59.13,2516550,ok,2018-01-18,50.0
2492,1516320000,61.7,62.44,63.32,61.7,4547470,ok,2018-01-19,50.0
2493,1516579200,62.44,62.07,62.88,61.7,1971820,ok,2018-01-22,50.0
2494,1516838400,62.51,62.44,65.75,62.44,6498690,ok,2018-01-25,50.0
2495,1516924800,62.81,63.17,63.54,62.37,1879950,ok,2018-01-26,50.0
2496,1517184000,62.81,63.17,64.13,62.59,1648430,ok,2018-01-29,50.0
2497,1517270400,62.44,62.81,63.03,61.34,2528460,ok,2018-01-30,50.0
2498,1517356800,63.17,62.81,64.94,62.51,5163910,ok,2018-01-31,50.0
2499,1517443200,63.62,64.28,64.5,62.44,2444650,ok,2018-02-01,50.0
2500,1517529600,64.06,63.54,65.01,63.54,4141270,ok,2018-02-02,50.0
