,t,c,o,h,l,v,s
2473,1506038400,36.07,36.14,36.51,35.48,635450,ok
2474,1506297600,35.99,35.99,36.22,35.85,991050,ok
2475,1506384000,36.29,35.99,36.69,35.85,1097210,ok
2476,1506470400,37.54,36.58,37.83,36.58,1612010,ok
2477,1506556800,37.32,37.76,38.05,37.32,802280,ok
2478,1506643200,37.61,37.1,37.61,37.1,771460,ok
2479,1506902400,37.46,37.61,37.68,37.39,719100,ok
2480,1506988800,37.54,37.54,38.57,37.54,2940110,ok
2481,1507075200,38.2,37.76,38.2,37.61,1930800,ok
2482,1507161600,38.71,38.27,39.08,38.2,1639860,ok
2483,1507248000,38.64,38.71,38.86,38.42,1246450,ok
2484,1507507200,38.2,38.49,38.49,37.68,655850,ok
2485,1507593600,38.34,37.83,38.34,37.24,1812200,ok
2486,1507680000,40.33,38.34,40.33,38.34,1820720,ok
2487,1507766400,40.4,40.03,40.99,39.59,955520,ok
2488,1507852800,41.14,40.03,41.14,39.96,1163690,ok
2489,1508112000,40.11,41.14,41.28,40.11,1164490,ok
2490,1508198400,40.62,40.26,40.99,40.03,611740,ok
2491,1508284800,40.33,40.62,40.92,40.33,645210,ok
2492,1508371200,40.4,40.33,40.55,40.03,652270,ok
2493,1508457600,40.62,40.4,40.99,40.11,1699930,ok
2494,1508716800,40.7,40.7,40.84,40.4,1042390,ok
2495,1508803200,40.77,40.77,40.99,40.18,1015940,ok
2496,1508889600,40.62,40.77,40.84,40.4,639470,ok
2497,1508976000,40.62,40.62,40.7,38.93,1424800,ok
2498,1509062400,41.87,40.99,42.16,40.55,1881040,ok
2499,1509321600,42.61,42.16,42.97,41.95,1520110,ok
2500,1509408000,42.97,42.83,43.19,42.39,1225710,ok
2501,1509494400,43.05,43.05,43.19,42.75,1443760,ok
2502,1509580800,44.08,43.05,44.08,42.97,1396970,ok
2503,1509667200,44.22,44.0,44.52,43.34,1227960,ok
2504,1509926400,44.44,44.37,44.66,44.08,1023210,ok
2505,1510012800,45.54,44.66,45.91,44.3,1645400,ok
2506,1510099200,48.12,47.01,48.19,45.91,2031740,ok
2507,1510185600,50.39,49.59,51.42,49.22,1902810,ok
2508,1510272000,48.48,49.8,51.42,47.97,20376600,ok
2509,1510531200,50.39,48.48,50.39,47.97,1213210,ok
2510,1510617600,50.39,50.32,51.05,49.51,1697460,ok
2511,1510704000,50.69,50.39,51.05,49.44,2415870,ok
2512,1510790400,51.35,49.95,51.35,49.95,1449350,ok
2513,1510876800,52.45,51.57,52.89,51.35,1572620,ok
2514,1511136000,56.05,52.74,56.05,52.52,1958970,ok
2515,1511222400,56.56,57.3,59.94,56.2,3764030,ok
2516,1511308800,55.83,56.56,57.88,53.99,1670670,ok
2517,1511395200,56.2,55.83,57.15,55.24,1302120,ok
2518,1511481600,54.73,56.2,56.2,54.73,858280,ok
2519,1511740800,55.83,54.36,58.4,52.89,2152690,ok
2520,1511827200,55.98,56.93,57.96,55.83,1786250,ok
2521,1511913600,55.98,56.56,56.56,55.9,1324620,ok
2522,1512000000,54.73,55.98,56.34,54.73,1728020,ok
2523,1512086400,54.8,54.73,55.39,54.21,966230,ok
2524,1512345600,55.9,55.17,56.71,54.73,1716220,ok
2525,1512432000,53.63,56.56,57.66,52.01,3682370,ok
2526,1512518400,53.63,54.07,54.07,51.35,2680770,ok
2527,1512604800,52.89,53.26,54.21,52.16,1010070,ok
2528,1512691200,53.63,52.3,53.99,51.05,1767290,ok
2529,1512950400,52.89,52.89,53.77,52.16,1057910,ok
2530,1513036800,52.3,53.63,53.7,50.69,1138470,ok
2531,1513123200,52.89,52.52,53.04,52.08,547600,ok
2532,1513209600,52.89,52.82,53.26,52.16,477210,ok
2533,1513296000,51.57,51.94,52.67,51.49,4185530,ok
2534,1513555200,54.36,52.45,54.36,52.45,1199690,ok
2535,1513641600,53.99,54.8,55.46,53.84,1006310,ok
2536,1513728000,53.99,53.84,54.29,53.18,1506770,ok
2537,1513814400,53.63,54.29,55.46,53.63,1721550,ok
2538,1513900800,55.53,54.14,55.53,53.92,2254940,ok
2539,1514160000,57.3,55.83,57.3,55.68,1399540,ok
2540,1514246400,57.3,57.52,58.03,57.15,2308080,ok
2541,1514332800,56.71,57.3,58.03,56.34,2925370,ok
2542,1514419200,56.86,56.93,57.66,56.86,1109290,ok
2543,1514505600,56.78,57.0,58.69,56.56,2105550,ok
2544,1514851200,57.45,57.0,57.66,56.86,1435130,ok
2545,1514937600,59.13,58.4,61.12,57.74,5014340,ok
2546,1515024000,59.5,59.87,61.04,59.13,2937490,ok
2547,1515110400,58.77,59.5,59.5,58.03,2825160,ok
2548,1515369600,58.99,58.77,60.16,58.11,3978990,ok
2549,1515456000,59.21,59.43,60.6,58.77,3276860,ok
2550,1515542400,59.35,59.5,60.46,59.21,3525280,ok
2551,1515628800,59.5,59.35,60.38,58.84,3234530,ok
2552,1515715200,62.73,59.87,63.4,59.72,5641810,ok
2553,1515974400,64.06,63.47,65.23,63.25,3992270,ok
2554,1516060800,63.17,64.06,64.28,62.44,4033950,ok
2555,1516147200,61.7,63.17,63.76,60.97,3664360,ok
2556,1516233600,62.0,60.97,62.0,59.13,2516550,ok
2557,1516320000,61.7,62.44,63.32,61.7,4547470,ok
2558,1516579200,62.44,62.07,62.88,61.7,1971820,ok
2559,1516838400,62.51,62.44,65.75,62.44,6498690,ok
2560,1516924800,62.81,63.17,63.54,62.37,1879950,ok
2561,1517184000,62.81,63.17,64.13,62.59,1648430,ok
2562,1517270400,62.44,62.81,63.03,61.34,2528460,ok
2563,1517356800,63.17,62.81,64.94,62.51,5163910,ok
2564,1517443200,63.62,64.28,64.5,62.44,2444650,ok
2565,1517529600,64.06,63.54,65.01,63.54,4141270,ok
2566,1517788800,59.58,62.73,63.17,59.58,2587460,ok
2567,1517875200,59.58,55.46,59.58,55.46,6416850,ok
2568,1517961600,59.5,60.24,60.9,59.5,1569240,ok
2569,1518048000,58.03,58.77,59.5,58.03,1035980,ok
2570,1518134400,57.45,55.83,57.74,54.73,1512070,ok
2571,1518393600,61.41,58.03,61.41,58.03,1403590,ok
2572,1518480000,63.25,62.44,63.91,61.7,1361140,ok
2573,1519171200,66.11,64.57,67.58,64.13,3032580,ok
2574,1519257600,66.48,66.11,67.58,65.45,2059700,ok
2575,1519344000,67.29,66.85,67.58,66.85,1315690,ok
2576,1519603200,69.79,67.58,70.89,67.58,2663650,ok
2577,1519689600,68.68,70.89,71.18,67.95,2312070,ok
2578,1519776000,69.71,67.8,69.86,67.8,1652330,ok
2579,1519862400,69.05,69.34,70.37,68.54,1228940,ok
2580,1519948800,69.42,67.58,70.15,67.58,876310,ok
2581,1520208000,69.05,69.79,73.17,69.05,1957990,ok
2582,1520294400,72.36,70.52,72.36,69.05,1563590,ok
2583,1520380800,72.43,72.36,73.46,70.89,1554880,ok
2584,1520467200,75.81,71.99,76.69,71.92,2497640,ok
2585,1520553600,76.03,75.81,77.87,73.46,3193390,ok
2586,1520812800,73.46,75.66,76.47,73.24,4156360,ok
2587,1520899200,75.37,73.46,75.59,73.39,1364520,ok
2588,1520985600,75.3,75.3,77.06,75.3,2048400,ok
2589,1521072000,73.09,75.59,75.59,73.09,2784640,ok
2590,1521158400,73.24,73.02,74.19,73.02,3090070,ok
2591,1521417600,76.69,73.61,77.13,73.61,1201010,ok
2592,1521504000,76.54,75.66,77.5,75.66,1045660,ok
2593,1521590400,79.33,77.06,79.78,76.76,3520200,ok
2594,1521676800,79.33,80.07,81.32,79.33,2262170,ok
2595,1521763200,80.44,77.57,81.69,77.5,3455080,ok
2596,1522022400,83.6,80.81,86.02,79.7,4681960,ok
2597,1522108800,83.01,85.95,86.53,82.94,3149210,ok
2598,1522195200,84.11,83.01,85.21,82.42,1452270,ok
2599,1522281600,84.48,84.11,84.84,83.38,1580300,ok
2600,1522368000,86.09,84.55,86.09,83.74,1733950,ok
2601,1522627200,90.35,87.19,91.46,86.68,2458390,ok
2602,1522713600,89.84,89.77,90.35,88.74,2412640,ok
2603,1522800000,93.66,90.35,94.69,90.35,1939060,ok
2604,1522886400,96.23,96.97,97.7,95.28,3190050,ok
2605,1522972800,97.26,95.5,97.33,95.28,1954390,ok
2606,1523232000,99.1,99.17,99.54,97.7,3209490,ok
2607,1523318400,96.23,99.17,100.49,96.23,4492970,ok
2608,1523404800,92.56,96.67,98.07,91.09,3216110,ok
2609,1523491200,93.29,91.09,93.88,89.18,3592730,ok
2610,1523577600,93.73,94.03,95.94,93.29,2093210,ok
2611,1523836800,94.54,94.03,94.91,91.46,1686590,ok
2612,1523923200,95.5,95.5,96.97,93.66,2303090,ok
2613,1524009600,95.42,96.23,96.97,95.42,2306360,ok
2614,1524096000,88.81,94.47,94.76,88.81,5509300,ok
2615,1524182400,90.35,88.81,91.46,83.67,4165000,ok
2616,1524441600,90.5,91.09,92.41,90.21,4834080,ok
2617,1524528000,93.29,88.15,93.73,86.83,8719000,ok
2618,1524700800,93.29,93.15,93.29,90.28,6434440,ok
2619,1524787200,92.56,90.13,92.92,89.62,3015830,ok
2620,1525219200,91.82,92.56,92.56,88.15,5204200,ok
2621,1525305600,90.35,90.35,92.63,89.62,4728270,ok
2622,1525392000,91.46,89.33,91.9,88.15,3214170,ok
2623,1525651200,91.53,90.72,91.82,90.72,1059820,ok
2624,1525737600,91.02,91.53,91.75,90.5,1263540,ok
2625,1525824000,90.28,90.06,90.5,89.47,1685960,ok
2626,1525910400,88.52,90.21,90.21,88.15,1783310,ok
2627,1525996800,91.09,88.22,91.09,87.42,1349320,ok
2628,1526256000,96.97,91.82,96.97,91.82,2365670,ok
2629,1526342400,96.97,98.36,99.02,96.97,1713520,ok
2630,1526428800,95.5,96.97,96.97,94.03,879210,ok
2631,1526515200,90.35,95.5,95.5,89.99,1772650,ok
2632,1526601600,90.35,89.62,91.82,88.52,1523270,ok
2633,1526860800,84.04,90.35,90.35,84.04,2255860,ok
2634,1526947200,78.16,81.39,83.74,78.16,2590430,ok
2635,1527033600,75.66,74.27,78.09,72.72,2360420,ok
2636,1527120000,76.47,75.66,77.13,74.34,3032350,ok
2637,1527206400,78.6,76.47,81.25,73.46,2656380,ok
2638,1527465600,81.54,75.52,81.54,75.3,3154610,ok
2639,1527552000,80.81,78.09,81.91,77.94,1698700,ok
2640,1527638400,81.54,80.88,83.38,77.79,1827510,ok
2641,1527724800,85.21,82.13,85.95,80.07,5567040,ok
2642,1527811200,87.42,84.77,88.15,83.74,4227700,ok
2643,1528070400,88.15,87.42,88.22,87.05,901540,ok
2644,1528156800,88.96,88.15,89.99,87.12,996780,ok
2645,1528243200,91.16,88.15,91.38,86.46,2053160,ok
2646,1528329600,91.24,91.75,92.12,90.5,1475370,ok
2647,1528416000,91.24,90.5,91.68,89.62,902860,ok
2648,1528675200,91.31,91.09,91.9,89.99,1434380,ok
2649,1528761600,91.38,88.15,91.53,88.15,2086270,ok
2650,1528848000,94.03,89.62,94.03,89.62,1823230,ok
2651,1528934400,92.56,94.61,94.61,91.82,1578250,ok
2652,1529020800,90.72,92.56,93.15,90.72,4770820,ok
2653,1529280000,90.65,90.72,92.48,89.99,1411490,ok
2654,1529366400,90.35,89.25,90.65,85.95,2024310,ok
2655,1529452800,91.82,90.35,91.82,89.62,872130,ok
2656,1529539200,91.09,91.82,92.19,89.77,1700320,ok
2657,1529625600,90.21,91.75,91.75,90.21,461620,ok
2658,1529884800,90.87,91.82,91.82,90.35,562650,ok
2659,1529971200,90.8,88.89,91.02,88.52,762320,ok
2660,1530057600,91.97,90.8,92.41,90.35,1177710,ok
2661,1530144000,95.56,93.33,98.4,93.33,1193310,ok
2662,1530230400,95.56,93.42,95.82,93.42,2967850,ok
2663,1530489600,95.29,94.22,96.45,94.22,953200,ok
2664,1530576000,88.62,94.22,95.11,88.62,3208300,ok
2665,1530662400,93.33,88.45,94.4,86.22,1971010,ok
2666,1530748800,94.67,92.45,95.38,91.56,1420080,ok
2667,1530835200,94.4,92.53,95.02,90.49,1431620,ok
2668,1531094400,93.33,94.22,95.38,92.89,701990,ok
2669,1531180800,91.56,93.33,94.67,91.11,795030,ok
2670,1531267200,92.89,89.78,92.89,88.89,840120,ok
2671,1531353600,91.56,93.25,93.25,89.78,357710,ok
2672,1531440000,91.56,92.62,92.62,90.67,564040,ok
2673,1531699200,91.11,92.0,92.0,89.78,1073340,ok
2674,1531785600,92.45,89.78,92.53,88.89,1207830,ok
2675,1531872000,93.33,91.11,93.33,91.11,1918790,ok
2676,1531958400,93.33,93.33,93.33,91.56,2857260,ok
2677,1532044800,92.09,92.0,93.33,92.0,2187590,ok
2678,1532304000,92.45,92.09,94.67,91.82,1255810,ok
2679,1532390400,92.89,92.45,93.87,92.45,1493670,ok
2680,1532476800,92.8,92.89,93.69,92.53,755570,ok
2681,1532563200,94.22,93.6,94.22,92.8,1297470,ok
2682,1532649600,94.58,95.11,95.65,93.96,1187590,ok
2683,1532908800,94.58,95.02,95.02,93.87,1158200,ok
2684,1532995200,94.58,94.22,95.56,93.42,1902890,ok
2685,1533081600,94.67,94.49,95.56,94.49,1267370,ok
2686,1533168000,94.85,94.67,95.47,94.4,1629230,ok
2687,1533254400,99.11,95.29,100.18,94.94,2531090,ok
2688,1533513600,99.11,99.56,100.36,97.51,3669840,ok
2689,1533600000,98.05,98.67,99.11,97.69,1103740,ok
2690,1533686400,96.71,97.51,98.58,96.53,1617710,ok
2691,1533772800,92.62,95.56,96.62,92.45,2819240,ok
2692,1533859200,92.62,92.45,94.05,89.78,1885210,ok
2693,1534118400,91.38,92.0,92.45,90.13,1730190,ok
2694,1534204800,91.82,91.38,92.98,90.49,1167680,ok
2695,1534291200,90.58,91.82,92.71,90.58,644810,ok
2696,1534377600,90.76,88.98,91.65,88.98,1225510,ok
2697,1534464000,90.93,90.76,91.82,90.76,449530,ok
2698,1534723200,91.2,90.67,91.73,90.67,1000000,ok
2699,1534982400,92.98,92.45,94.14,92.45,1808380,ok
2700,1535068800,92.45,92.98,93.42,92.27,1261290,ok
2701,1535328000,92.62,92.53,93.33,92.27,839360,ok
2702,1535414400,92.62,92.09,92.89,92.0,617620,ok
2703,1535500800,91.56,92.62,92.62,91.56,533720,ok
2704,1535587200,91.91,91.56,92.0,91.11,1172570,ok
2705,1535673600,91.91,91.82,91.91,90.22,1811230,ok
2706,1536019200,90.76,91.91,91.91,90.67,343190,ok
2707,1536105600,90.22,90.76,91.38,90.22,610500,ok
2708,1536192000,87.11,89.87,90.22,87.11,918940,ok
2709,1536278400,86.4,85.42,88.0,85.42,698830,ok
2710,1536537600,88.27,87.11,88.8,86.31,896450,ok
2711,1536624000,89.96,87.56,90.67,87.56,726370,ok
2712,1536710400,90.13,89.96,91.56,89.87,629760,ok
2713,1536796800,89.16,90.13,90.67,88.89,422540,ok
2714,1536883200,89.78,89.16,90.22,88.62,614370,ok
2715,1537142400,88.0,89.6,90.05,87.91,465650,ok
2716,1537228800,88.53,87.11,88.53,87.11,613160,ok
2717,1537315200,87.65,88.53,88.98,87.56,416470,ok
2718,1537401600,87.56,87.29,88.45,87.29,449420,ok
2719,1537488000,87.65,87.56,88.27,87.47,1584980,ok
2720,1537747200,88.53,87.65,89.16,87.65,323610,ok
2721,1537833600,88.45,88.53,88.53,88.18,426720,ok
2722,1537920000,88.0,88.18,88.27,88.0,505180,ok
2723,1538006400,87.65,88.0,88.18,87.56,497460,ok
2724,1538092800,87.38,87.65,87.65,87.2,857910,ok
2725,1538352000,87.56,88.8,91.11,87.56,1269410,ok
2726,1538438400,90.67,88.8,90.67,88.62,1206840,ok
2727,1538524800,90.85,91.56,92.36,90.49,860380,ok
2728,1538611200,89.42,90.76,90.85,89.42,635150,ok
2729,1538697600,87.56,88.8,89.25,87.38,1868060,ok
2730,1538956800,85.87,86.76,87.38,85.69,1766100,ok
2731,1539043200,85.87,85.87,86.49,85.42,944590,ok
2732,1539129600,85.87,85.87,86.85,85.78,1213420,ok
2733,1539216000,82.67,81.78,83.91,79.91,3276160,ok
2734,1539302400,85.33,82.67,86.67,82.49,1735640,ok
2735,1539561600,84.89,85.33,85.96,83.56,720500,ok
2736,1539648000,87.65,84.45,87.65,83.73,1290720,ok
2737,1539734400,88.0,87.65,88.53,87.29,1310430,ok
2738,1539820800,88.09,87.56,88.18,87.11,896140,ok
2739,1539907200,88.09,85.78,88.09,85.78,915870,ok
2740,1540166400,88.09,87.2,88.53,86.31,536930,ok
2741,1540252800,88.0,87.2,88.0,85.78,608750,ok
2742,1540339200,87.82,87.11,88.45,86.67,681290,ok
2743,1540425600,86.05,85.96,87.29,84.09,404050,ok
2744,1540512000,85.69,85.51,87.11,85.07,653110,ok
2745,1540771200,86.4,84.89,86.85,84.45,643700,ok
2746,1540857600,85.87,84.89,86.49,84.89,452080,ok
2747,1540944000,86.4,84.98,86.4,84.98,582470,ok
2748,1541030400,84.89,85.78,86.05,84.45,1225020,ok
2749,1541116800,85.33,84.98,85.96,84.89,1484060,ok
2750,1541376000,85.33,85.33,85.78,84.53,664130,ok
2751,1541462400,85.16,85.33,85.78,84.8,597170,ok
2752,1541548800,85.33,85.6,85.6,83.82,608180,ok
2753,1541635200,85.33,85.33,85.87,85.16,383030,ok
2754,1541721600,85.25,84.45,85.33,84.45,602570,ok
2755,1541980800,85.25,85.16,85.33,84.89,720990,ok
2756,1542067200,82.93,84.27,84.45,82.93,598800,ok
2757,1542153600,84.18,83.2,84.53,83.02,450950,ok
2758,1542240000,81.51,84.18,84.18,80.8,689540,ok
2759,1542326400,80.09,81.51,82.22,79.82,895700,ok
2760,1542585600,85.69,80.09,85.69,80.09,1553130,ok
2761,1542672000,86.4,84.18,86.4,84.18,1470120,ok
2762,1542758400,86.49,86.22,86.49,84.45,1609020,ok
2763,1542844800,87.11,86.4,87.11,85.78,1345610,ok
2764,1542931200,88.0,87.82,88.0,86.22,1055870,ok
2765,1543190400,89.33,88.0,89.33,87.11,642520,ok
2766,1543276800,90.22,89.33,91.73,89.33,467400,ok
2767,1543363200,90.67,90.22,90.67,89.6,577600,ok
2768,1543449600,90.67,91.11,91.56,90.4,367130,ok
2769,1543536000,90.4,89.78,90.67,86.67,1024240,ok
2770,1543795200,90.58,90.49,91.56,90.05,262710,ok
2771,1543881600,90.67,91.02,91.02,90.31,966490,ok
2772,1543968000,90.76,90.58,90.85,89.78,461240,ok
2773,1544054400,90.76,90.76,90.85,89.87,251610,ok
2774,1544140800,90.85,90.76,90.85,90.22,460960,ok
2775,1544400000,90.76,90.67,90.85,89.87,806730,ok
2776,1544486400,90.85,90.76,90.85,90.13,457470,ok
2777,1544572800,90.85,90.85,91.02,90.67,403320,ok
2778,1544659200,91.38,91.11,92.36,90.49,488820,ok
2779,1544745600,91.29,90.85,91.56,90.31,234660,ok
2780,1545004800,91.11,90.67,91.29,90.58,205950,ok
2781,1545091200,90.67,90.49,90.67,88.89,531470,ok
2782,1545177600,90.67,90.67,90.93,89.33,506600,ok
2783,1545264000,90.58,89.78,90.67,89.6,387370,ok
2784,1545350400,90.67,89.33,90.67,88.89,791040,ok
2785,1545609600,90.67,90.67,90.85,90.05,216960,ok
2786,1545696000,90.58,88.98,90.58,88.98,293610,ok
2787,1545782400,90.58,89.78,90.58,89.78,367750,ok
2788,1545868800,91.02,89.78,91.47,89.78,690680,ok
2789,1545955200,84.71,91.82,91.91,84.71,381320,ok
2790,1546387200,89.25,89.96,90.05,86.67,602450,ok
2791,1546473600,89.16,88.89,89.16,87.29,496950,ok
2792,1546560000,89.42,88.89,89.51,87.11,458000,ok
2793,1546819200,89.78,89.69,91.56,88.8,589150,ok
2794,1546905600,89.78,90.67,90.67,88.62,494300,ok
2795,1546992000,90.22,89.78,90.58,88.0,659210,ok
2796,1547078400,90.13,89.96,90.22,88.89,551980,ok
2797,1547164800,90.13,89.78,90.13,88.98,569030,ok
2798,1547424000,90.13,90.05,90.58,89.07,562930,ok
2799,1547510400,90.22,90.13,90.22,89.25,711450,ok
2800,1547596800,90.67,90.22,90.76,89.6,518160,ok
2801,1547683200,90.67,90.67,90.85,89.51,325130,ok
2802,1547769600,90.85,90.22,90.85,89.69,498290,ok
2803,1548028800,91.02,90.85,91.02,90.05,404250,ok
2804,1548115200,91.02,91.02,91.02,90.22,258070,ok
2805,1548201600,91.2,90.67,92.18,90.67,299570,ok
2806,1548288000,91.38,91.11,91.47,90.85,184720,ok
2807,1548374400,91.47,91.38,92.0,90.85,306670,ok
2808,1548633600,92.18,91.47,92.18,91.2,381260,ok
2809,1548720000,92.36,93.25,93.25,91.56,225310,ok
2810,1548806400,92.36,92.36,92.45,91.47,370040,ok
2811,1548892800,92.36,92.45,92.89,91.11,651020,ok
2812,1548979200,87.82,92.27,92.27,87.82,2095840,ok
2813,1549843200,92.45,90.49,92.45,89.96,527310,ok
2814,1549929600,96.98,93.25,96.98,92.45,769110,ok
2815,1550016000,96.89,96.0,97.16,95.29,822040,ok
2816,1550102400,100.36,96.89,100.45,96.89,995310,ok
2817,1550188800,99.56,100.45,100.45,99.56,670900,ok
2818,1550448000,101.07,100.0,101.07,99.29,829150,ok
2819,1550534400,103.11,100.89,103.65,100.89,1002020,ok
2820,1550620800,103.56,102.4,103.91,102.4,678800,ok
2821,1550707200,105.25,103.56,105.25,103.38,1162700,ok
2822,1550793600,104.0,104.89,105.25,103.65,720970,ok
2823,1551052800,103.38,104.0,104.8,103.02,624890,ok
2824,1551139200,102.67,103.11,103.65,100.89,792710,ok
2825,1551225600,104.36,102.67,104.8,102.67,824620,ok
2826,1551312000,101.33,104.0,104.36,100.53,1132410,ok
2827,1551398400,102.31,101.33,104.0,101.33,739260,ok
2828,1551657600,104.36,103.73,104.53,102.94,660550,ok
2829,1551744000,104.27,104.36,104.71,103.91,706060,ok
2830,1551830400,104.62,104.62,104.62,104.09,377280,ok
2831,1551916800,105.96,104.8,108.89,104.71,1797980,ok
2832,1552003200,104.98,105.78,106.31,104.98,845280,ok
2833,1552262400,105.16,104.0,105.16,104.0,429390,ok
2834,1552348800,105.42,105.78,106.14,105.07,902200,ok
2835,1552435200,104.45,105.33,106.67,104.0,1262350,ok
2836,1552521600,105.51,103.56,105.51,102.76,1088350,ok
2837,1552608000,105.51,106.05,106.05,104.8,1704580,ok
2838,1552867200,107.82,106.67,107.82,105.87,1114570,ok
2839,1552953600,107.56,107.82,108.8,107.29,1190080,ok
2840,1553040000,106.85,107.56,107.56,105.87,780190,ok
2841,1553126400,104.0,106.67,106.94,104.0,1208480,ok
2842,1553212800,105.42,104.0,105.69,104.0,1114660,ok
2843,1553472000,102.4,104.0,104.27,102.22,886800,ok
2844,1553558400,101.07,102.67,103.82,100.45,846570,ok
2845,1553644800,101.25,102.22,103.02,101.25,772080,ok
2846,1553731200,103.02,101.25,103.02,101.25,561880,ok
2847,1553817600,103.02,103.02,103.82,103.02,1099970,ok
2848,1554076800,103.56,103.47,103.56,102.94,828430,ok
2849,1554163200,103.38,103.91,104.18,103.29,1036350,ok
2850,1554249600,102.14,102.67,103.11,101.78,464270,ok
2851,1554336000,102.31,102.49,102.94,101.42,383730,ok
2852,1554422400,102.31,102.49,102.58,101.87,235790,ok
2853,1554681600,102.67,102.4,102.94,102.05,435190,ok
2854,1554768000,100.45,103.11,103.11,100.27,1156710,ok
2855,1554854400,99.38,100.45,101.33,98.58,696000,ok
2856,1554940800,102.22,99.38,102.22,99.38,350810,ok
2857,1555027200,100.62,102.22,102.22,100.45,551990,ok
2858,1555372800,100.53,97.33,100.53,96.0,1231190,ok
2859,1555459200,97.78,98.94,100.45,97.78,960220,ok
2860,1555545600,96.89,97.33,97.78,93.33,891240,ok
2861,1555632000,97.87,97.78,98.31,96.18,414050,ok
2862,1555891200,99.47,96.89,99.47,95.11,794060,ok
2863,1555977600,100.45,99.47,100.45,98.67,534660,ok
2864,1556064000,101.16,100.45,101.33,99.65,447820,ok
2865,1556150400,100.98,101.16,101.16,99.56,503490,ok
2866,1556236800,101.07,99.56,101.07,99.56,826050,ok
2867,1556755200,100.98,101.16,101.25,100.45,190970,ok
2868,1556841600,100.0,101.07,101.07,99.65,705500,ok
2869,1557100800,99.73,99.56,99.82,97.96,290580,ok
2870,1557187200,100.09,99.73,100.71,98.67,421350,ok
2871,1557273600,100.09,99.11,100.18,99.02,348500,ok
2872,1557360000,100.09,100.18,100.18,99.2,314140,ok
2873,1557446400,100.18,100.09,100.45,99.73,289160,ok
2874,1557705600,100.36,99.47,100.36,99.29,439200,ok
2875,1557792000,100.89,99.56,100.89,99.47,539280,ok
2876,1557878400,102.49,100.89,103.29,100.8,456790,ok
2877,1557964800,103.91,102.49,105.69,102.49,773010,ok
2878,1558051200,103.91,104.0,104.98,103.2,464260,ok
2879,1558310400,104.45,104.0,104.45,103.2,406340,ok
2880,1558396800,104.45,105.51,105.51,103.38,708620,ok
2881,1558483200,104.45,104.18,104.98,103.11,382330,ok
2882,1558569600,104.0,104.0,104.53,103.29,249830,ok
2883,1558656000,102.22,102.67,103.29,101.6,628560,ok
2884,1558915200,102.22,101.33,103.02,101.33,166080,ok
2885,1559001600,101.33,103.11,103.11,101.33,503270,ok
2886,1559088000,102.4,102.14,102.58,101.33,357950,ok
2887,1559174400,102.22,102.4,103.29,102.22,572810,ok
2888,1559260800,101.87,102.94,102.94,101.87,296610,ok
2889,1559520000,101.78,101.33,102.67,100.45,281510,ok
2890,1559606400,101.87,100.98,102.58,100.98,262740,ok
2891,1559692800,103.02,102.22,103.02,102.22,244400,ok
2892,1559779200,103.02,103.02,103.02,101.69,167500,ok
2893,1559865600,104.0,103.65,104.0,103.2,286940,ok
2894,1560124800,104.53,104.18,105.51,104.18,955890,ok
2895,1560211200,104.0,104.53,104.71,104.0,308910,ok
2896,1560297600,103.11,104.0,104.45,103.11,258350,ok
2897,1560384000,102.67,102.4,103.02,102.4,267940,ok
2898,1560470400,102.67,103.11,103.11,101.6,350180,ok
2899,1560729600,101.78,103.02,103.56,101.16,415390,ok
2900,1560816000,101.33,101.96,102.22,101.16,433860,ok
2901,1560902400,103.02,101.96,103.02,101.78,135220,ok
2902,1560988800,103.02,101.96,103.02,101.78,135220,ok
2903,1561075200,101.78,101.78,103.82,101.78,594210,ok
2904,1561334400,103.47,102.22,103.65,102.22,228390,ok
